"Model","File","OldName","NewName","Folder","Description","Candidate","Line"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Réel MEC cumulé V","Réel MEC cumulé V","Indicateurs généraux","Indique une proportion simple à interpréter.","False","2846"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Structures collectives","Structures collectives","Indicateurs généraux","Indicateur métier utilisé pour le pilotage.","False","965"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","obj_2024_dette","Objectif 2024 de dette","Objectifs","Sert à comparer un résultat à un objectif de pilotage. Le résultat est cumulé depuis le début de l'année.","False","499"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","obj_2024-vacancefi","Objectif 2024 de vacance financière","Objectifs","Sert à comparer un résultat à un objectif de pilotage. Le résultat est cumulé depuis le début de l'année.","False","505"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Objectif agrément","Objectif agrément","Objectifs","Sert à comparer un résultat à un objectif de pilotage.","False","2657"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Objectif Plafond Annuel Dette Loc","Objectif annuel de dette locataires","Objectifs","Sert à comparer un résultat à un objectif de pilotage.","False","156"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Obj_entrees_salaries","Objectif d'entrées de salariés","Objectifs","Sert à comparer un résultat à un objectif de pilotage.","False","523"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","objectif intéressement tx encaissement","Objectif intéressement Taux encaissement","Objectifs","Sert à comparer un résultat à un objectif de pilotage.","False","535"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","objectif intéressement tx vac fi com lgt","Objectif intéressement Taux vacance financière commerces logements","Objectifs","Sert à comparer un résultat à un objectif de pilotage.","False","541"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Objectif_Total_Dette","Objectif total de dette","Objectifs","Sert à comparer un résultat à un objectif de pilotage. Le résultat est cumulé depuis le début de l'année.","False","511"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Objectif_Total_Vacance","Objectif total de vacance","Objectifs","Sert à comparer un résultat à un objectif de pilotage. Le résultat est cumulé depuis le début de l'année.","False","517"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Objectifs agréments 2026","Objectifs agréments 2026","Objectifs","Sert à comparer un résultat à un objectif de pilotage.","False","2662"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Plafond_mutation","Plafond mutation","Objectifs","Sert à comparer un résultat à un objectif de pilotage.","False","1824"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Ratio intéressement encaissement","Ratio intéressement encaissement","Objectifs","Sert à comparer un résultat à un objectif de pilotage. Le résultat est cumulé depuis le début de l'année.","False","547"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Ratio intéressement vac fi com","Ratio intéressement vacance financière commerces","Objectifs","Sert à comparer un résultat à un objectif de pilotage. Le résultat est cumulé depuis le début de l'année.","False","553"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Ratio mutation","Ratio mutation","Objectifs","Sert à comparer un résultat à un objectif de pilotage. Le résultat est cumulé depuis le début de l'année.","False","1830"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Dep_object_salaries","Taux d'atteinte de l'objectif d'entrées de salariés","Objectifs","Sert à comparer un résultat à un objectif de pilotage. Le résultat est cumulé depuis le début de l'année.","False","529"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","% Dép objectif dette loc YTD","Taux d'atteinte de l'objectif dette locataires cumulé annuel","Objectifs","Sert à comparer un résultat à un objectif de pilotage. Le résultat est cumulé depuis le début de l'année.","False","493"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","% Dép obj vacance logement","Taux d'atteinte de l'objectif vacance logements","Objectifs","Sert à comparer un résultat à un objectif de pilotage. Le résultat est cumulé depuis le début de l'année.","False","487"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Variation de Ratio intéressement vac fi com par xAgence","Variation du ratio d'intéressement vacance financière par agence","Objectifs","Sert à comparer un résultat à un objectif de pilotage.","False","583"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Cible entrées salariés","Cible entrées salariés","Occupation et mobilité","Mesure la part ou le rythme des mouvements d'occupation.","False","1963"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Entrées YTD","Entrées cumulées annuelles historiques","Occupation et mobilité","Compte les entrées, sorties ou mouvements des locataires. Le résultat est cumulé depuis le début de l'année.","False","282"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Entrées salariés","Entrées de salariés","Occupation et mobilité","Compte les entrées, sorties ou mouvements des locataires.","False","481"
